,model,rank,alpha,lambda,iter,similarity,corruption,root,topK,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
0,CDAE,50,1,1e-05,300,Cosine,0.2,1.0,,"[0.1588, 0.0009]","[0.0892, 0.0007]","[0.0835, 0.0006]","[0.0788, 0.0005]","[0.0956, 0.0009]","[0.0623, 0.0004]","[0.08, 0.0006]","[0.0843, 0.0008]","[0.1156, 0.0009]","[0.1408, 0.0011]","[0.0457, 0.0006]","[0.2509, 0.0014]"
1,CDAE,50,1,0.0001,300,Cosine,0.2,1.0,,"[0.1286, 0.0008]","[0.0759, 0.0006]","[0.0709, 0.0006]","[0.0672, 0.0005]","[0.0828, 0.0008]","[0.0509, 0.0004]","[0.0674, 0.0006]","[0.0676, 0.0007]","[0.0953, 0.0008]","[0.1196, 0.0009]","[0.0383, 0.0005]","[0.1986, 0.0012]"
2,CDAE,50,1,0.001,300,Cosine,0.2,1.0,,"[0.1285, 0.0008]","[0.0758, 0.0006]","[0.07, 0.0006]","[0.0662, 0.0005]","[0.0832, 0.0008]","[0.0509, 0.0004]","[0.0661, 0.0006]","[0.0678, 0.0007]","[0.0929, 0.0008]","[0.1167, 0.0009]","[0.0388, 0.0005]","[0.1991, 0.0012]"
3,CDAE,50,1,0.01,300,Cosine,0.2,1.0,,"[0.1309, 0.0008]","[0.0765, 0.0006]","[0.0714, 0.0006]","[0.0675, 0.0005]","[0.0823, 0.0008]","[0.051, 0.0004]","[0.0688, 0.0006]","[0.0697, 0.0007]","[0.0977, 0.0008]","[0.1216, 0.001]","[0.0381, 0.0005]","[0.1988, 0.0012]"
4,CDAE,50,1,0.1,300,Cosine,0.2,1.0,,"[0.1319, 0.0008]","[0.0756, 0.0006]","[0.0709, 0.0006]","[0.0673, 0.0005]","[0.0854, 0.0008]","[0.051, 0.0004]","[0.0702, 0.0006]","[0.0722, 0.0007]","[0.0973, 0.0008]","[0.1227, 0.001]","[0.0431, 0.0005]","[0.1995, 0.0012]"
5,CDAE,100,1,1e-05,300,Cosine,0.2,1.0,,"[0.1583, 0.0009]","[0.0892, 0.0007]","[0.0837, 0.0006]","[0.0789, 0.0005]","[0.0952, 0.0009]","[0.0622, 0.0004]","[0.0796, 0.0006]","[0.0847, 0.0008]","[0.1159, 0.001]","[0.1413, 0.0011]","[0.0452, 0.0006]","[0.2505, 0.0014]"
6,CDAE,100,1,0.0001,300,Cosine,0.2,1.0,,"[0.1281, 0.0008]","[0.0748, 0.0006]","[0.0705, 0.0006]","[0.0664, 0.0005]","[0.0833, 0.0008]","[0.0508, 0.0004]","[0.0652, 0.0006]","[0.066, 0.0007]","[0.0955, 0.0008]","[0.1184, 0.0009]","[0.0389, 0.0005]","[0.1991, 0.0012]"
7,CDAE,100,1,0.001,300,Cosine,0.2,1.0,,"[0.1257, 0.0008]","[0.0731, 0.0006]","[0.0698, 0.0005]","[0.0648, 0.0005]","[0.0795, 0.0008]","[0.0504, 0.0003]","[0.0643, 0.0005]","[0.0642, 0.0006]","[0.0937, 0.0008]","[0.112, 0.0009]","[0.0356, 0.0005]","[0.1979, 0.0012]"
8,CDAE,100,1,0.01,300,Cosine,0.2,1.0,,"[0.1286, 0.0008]","[0.0755, 0.0006]","[0.0702, 0.0006]","[0.0666, 0.0005]","[0.0831, 0.0008]","[0.0508, 0.0004]","[0.0664, 0.0006]","[0.0672, 0.0007]","[0.0945, 0.0008]","[0.1188, 0.0009]","[0.0384, 0.0005]","[0.1986, 0.0012]"
9,CDAE,100,1,0.1,300,Cosine,0.2,1.0,,"[0.1319, 0.0008]","[0.0756, 0.0006]","[0.0709, 0.0006]","[0.0673, 0.0005]","[0.0854, 0.0008]","[0.051, 0.0004]","[0.0702, 0.0006]","[0.0722, 0.0007]","[0.0973, 0.0008]","[0.1227, 0.001]","[0.0431, 0.0005]","[0.1995, 0.0012]"
10,CDAE,200,1,1e-05,300,Cosine,0.2,1.0,,"[0.1581, 0.0009]","[0.0888, 0.0007]","[0.0839, 0.0006]","[0.079, 0.0005]","[0.0954, 0.0009]","[0.0623, 0.0004]","[0.079, 0.0006]","[0.0839, 0.0008]","[0.117, 0.001]","[0.1415, 0.0011]","[0.0449, 0.0006]","[0.2509, 0.0014]"
11,CDAE,200,1,0.0001,300,Cosine,0.2,1.0,,"[0.1269, 0.0008]","[0.0731, 0.0006]","[0.0698, 0.0005]","[0.0655, 0.0005]","[0.0795, 0.0008]","[0.0504, 0.0003]","[0.0644, 0.0005]","[0.0631, 0.0006]","[0.0926, 0.0008]","[0.1156, 0.0009]","[0.0347, 0.0005]","[0.1981, 0.0012]"
12,CDAE,200,1,0.001,300,Cosine,0.2,1.0,,"[0.1247, 0.0008]","[0.071, 0.0006]","[0.0658, 0.0005]","[0.0629, 0.0005]","[0.0807, 0.0008]","[0.0494, 0.0003]","[0.0635, 0.0005]","[0.0607, 0.0006]","[0.0829, 0.0007]","[0.1068, 0.0008]","[0.0363, 0.0005]","[0.1958, 0.0012]"
13,CDAE,200,1,0.01,300,Cosine,0.2,1.0,,"[0.1265, 0.0008]","[0.0728, 0.0006]","[0.0695, 0.0005]","[0.0657, 0.0005]","[0.0801, 0.0008]","[0.0504, 0.0003]","[0.0638, 0.0005]","[0.0634, 0.0006]","[0.0934, 0.0008]","[0.116, 0.0009]","[0.0363, 0.0005]","[0.198, 0.0012]"
14,CDAE,200,1,0.1,300,Cosine,0.2,1.0,,"[0.1319, 0.0008]","[0.0756, 0.0006]","[0.0709, 0.0006]","[0.0673, 0.0005]","[0.0854, 0.0008]","[0.051, 0.0004]","[0.0702, 0.0006]","[0.0722, 0.0007]","[0.0973, 0.0008]","[0.1227, 0.001]","[0.0431, 0.0005]","[0.1995, 0.0012]"
0,CDAE,50,1,1e-05,300,Cosine,0.3,1.0,,"[0.1581, 0.0009]","[0.0897, 0.0007]","[0.084, 0.0006]","[0.0789, 0.0006]","[0.096, 0.0009]","[0.0621, 0.0004]","[0.0801, 0.0006]","[0.085, 0.0008]","[0.1166, 0.001]","[0.141, 0.0011]","[0.0457, 0.0006]","[0.2492, 0.0014]"
1,CDAE,50,1,0.0001,300,Cosine,0.3,1.0,,"[0.1289, 0.0008]","[0.0759, 0.0006]","[0.0701, 0.0006]","[0.0669, 0.0005]","[0.0824, 0.0008]","[0.051, 0.0004]","[0.0669, 0.0006]","[0.0696, 0.0007]","[0.094, 0.0008]","[0.119, 0.0009]","[0.038, 0.0005]","[0.1987, 0.0012]"
2,CDAE,50,1,0.001,300,Cosine,0.3,1.0,,"[0.1284, 0.0008]","[0.0762, 0.0006]","[0.071, 0.0006]","[0.0668, 0.0005]","[0.0823, 0.0008]","[0.0507, 0.0004]","[0.0669, 0.0006]","[0.0695, 0.0007]","[0.0962, 0.0008]","[0.1184, 0.0009]","[0.0382, 0.0005]","[0.1974, 0.0012]"
3,CDAE,50,1,0.01,300,Cosine,0.3,1.0,,"[0.1286, 0.0008]","[0.0758, 0.0006]","[0.0713, 0.0006]","[0.0673, 0.0005]","[0.0822, 0.0008]","[0.0507, 0.0004]","[0.0668, 0.0006]","[0.0679, 0.0007]","[0.0977, 0.0008]","[0.121, 0.0009]","[0.0382, 0.0005]","[0.1982, 0.0012]"
4,CDAE,50,1,0.1,300,Cosine,0.3,1.0,,"[0.1319, 0.0008]","[0.0756, 0.0006]","[0.0709, 0.0006]","[0.0673, 0.0005]","[0.0854, 0.0008]","[0.051, 0.0004]","[0.0702, 0.0006]","[0.0722, 0.0007]","[0.0973, 0.0008]","[0.1227, 0.001]","[0.0431, 0.0005]","[0.1995, 0.0012]"
5,CDAE,100,1,1e-05,300,Cosine,0.3,1.0,,"[0.1575, 0.0009]","[0.0899, 0.0007]","[0.084, 0.0006]","[0.0787, 0.0005]","[0.0965, 0.0009]","[0.0618, 0.0004]","[0.0798, 0.0006]","[0.0855, 0.0008]","[0.1168, 0.001]","[0.1403, 0.0011]","[0.0458, 0.0006]","[0.2478, 0.0014]"
6,CDAE,100,1,0.0001,300,Cosine,0.3,1.0,,"[0.1275, 0.0008]","[0.0759, 0.0006]","[0.0702, 0.0005]","[0.0661, 0.0005]","[0.0803, 0.0008]","[0.0503, 0.0003]","[0.0654, 0.0006]","[0.0696, 0.0007]","[0.0947, 0.0008]","[0.1165, 0.0009]","[0.0355, 0.0005]","[0.1974, 0.0012]"
7,CDAE,100,1,0.001,300,Cosine,0.3,1.0,,"[0.1258, 0.0008]","[0.0733, 0.0006]","[0.0692, 0.0005]","[0.0648, 0.0005]","[0.0797, 0.0008]","[0.0501, 0.0003]","[0.0637, 0.0005]","[0.0634, 0.0006]","[0.0911, 0.0008]","[0.113, 0.0009]","[0.0364, 0.0005]","[0.1966, 0.0012]"
8,CDAE,100,1,0.01,300,Cosine,0.3,1.0,,"[0.1273, 0.0008]","[0.0754, 0.0006]","[0.0706, 0.0006]","[0.066, 0.0005]","[0.0797, 0.0008]","[0.0506, 0.0004]","[0.065, 0.0006]","[0.0667, 0.0007]","[0.0944, 0.0008]","[0.116, 0.0009]","[0.0346, 0.0005]","[0.1977, 0.0012]"
9,CDAE,100,1,0.1,300,Cosine,0.3,1.0,,"[0.1319, 0.0008]","[0.0756, 0.0006]","[0.0709, 0.0006]","[0.0673, 0.0005]","[0.0852, 0.0008]","[0.051, 0.0004]","[0.0701, 0.0006]","[0.0722, 0.0007]","[0.0973, 0.0008]","[0.1227, 0.001]","[0.043, 0.0005]","[0.1995, 0.0012]"
10,CDAE,200,1,1e-05,300,Cosine,0.3,1.0,,"[0.1571, 0.0009]","[0.0894, 0.0007]","[0.0839, 0.0006]","[0.0789, 0.0005]","[0.0959, 0.0009]","[0.0618, 0.0004]","[0.0793, 0.0006]","[0.0842, 0.0008]","[0.1163, 0.001]","[0.1412, 0.0011]","[0.0455, 0.0006]","[0.2473, 0.0014]"
